"기준일","구간","출발역","도착역","운임(금~일, 공휴일)","특실요금(금~일, 공휴일)","운임(월~목요일)","특실요금(월~목요일)","운임(전 요일)","특실요금(전 요일)"
"~2014.12.31","대구~진해","대구","동대구","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","대구","경산","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","대구","청도","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","대구","밀양","5600","3600","5300","3600","",""
"~2014.12.31","대구~진해","대구","진영","8000","3600","7600","3600","",""
"~2014.12.31","대구~진해","대구","진례","8400","3600","8000","3600","",""
"~2014.12.31","대구~진해","대구","창원중앙","9400","3600","9000","3600","",""
"~2014.12.31","대구~진해","대구","창원","9700","3600","9300","3600","",""
"~2014.12.31","대구~진해","대구","신창원","10100","3600","9600","3600","",""
"~2014.12.31","대구~진해","대구","진해","11500","3600","11000","3600","",""
"~2014.12.31","대구~진해","동대구","경산","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","동대구","청도","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","동대구","밀양","5300","3600","5100","3600","",""
"~2014.12.31","대구~진해","동대구","진영","7700","3600","7400","3600","",""
"~2014.12.31","대구~진해","동대구","진례","8100","3600","7700","3600","",""
"~2014.12.31","대구~진해","동대구","창원중앙","9100","3600","8700","3600","",""
"~2014.12.31","대구~진해","동대구","창원","9400","3600","9000","3600","",""
"~2014.12.31","대구~진해","동대구","신창원","9800","3600","9400","3600","",""
"~2014.12.31","대구~진해","동대구","진해","11200","3600","10700","3600","",""
"~2014.12.31","대구~진해","경산","청도","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","경산","밀양","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","경산","진영","6500","3600","6200","3600","",""
"~2014.12.31","대구~진해","경산","진례","6900","3600","6600","3600","",""
"~2014.12.31","대구~진해","경산","창원중앙","7900","3600","7500","3600","",""
"~2014.12.31","대구~진해","경산","창원","8200","3600","7800","3600","",""
"~2014.12.31","대구~진해","경산","신창원","8600","3600","8200","3600","",""
"~2014.12.31","대구~진해","경산","진해","10000","3600","9600","3600","",""
"~2014.12.31","대구~진해","청도","밀양","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","청도","진영","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","청도","진례","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","청도","창원중앙","5700","3600","5400","3600","",""
"~2014.12.31","대구~진해","청도","창원","5900","3600","5600","3600","",""
"~2014.12.31","대구~진해","청도","신창원","6400","3600","6100","3600","",""
"~2014.12.31","대구~진해","청도","진해","7800","3600","7400","3600","",""
"~2014.12.31","대구~진해","밀양","진영","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","밀양","진례","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","밀양","창원중앙","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","밀양","창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","밀양","신창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","밀양","진해","5900","3600","5600","3600","",""
"~2014.12.31","대구~진해","진영","진례","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진영","창원중앙","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진영","창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진영","신창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진영","진해","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진례","창원중앙","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진례","창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진례","신창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","진례","진해","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","창원중앙","창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","창원중앙","신창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","창원중앙","진해","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","창원","신창원","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","창원","진해","4800","3600","4800","3600","",""
"~2014.12.31","대구~진해","신창원","진해","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","부전","해운대","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","부전","기장","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","부전","월내","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","부전","남창","4900","3600","4800","3600","",""
"~2014.12.31","부전~동대구","부전","덕하","5700","3600","5400","3600","",""
"~2014.12.31","부전~동대구","부전","태화강","6400","3600","6100","3600","",""
"~2014.12.31","부전~동대구","부전","호계","7300","3600","7000","3600","",""
"~2014.12.31","부전~동대구","부전","경주","10200","3600","9700","3600","",""
"~2014.12.31","부전~동대구","부전","서경주","10600","3600","10100","3600","",""
"~2014.12.31","부전~동대구","부전","영천","14200","3600","13600","3600","",""
"~2014.12.31","부전~동대구","부전","하양","15600","3600","14900","3600","",""
"~2014.12.31","부전~동대구","부전","동대구","17600","3600","16800","3600","",""
"~2014.12.31","부전~동대구","해운대","기장","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","해운대","월내","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","해운대","남창","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","해운대","덕하","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","해운대","태화강","5100","3600","4900","3600","",""
"~2014.12.31","부전~동대구","해운대","호계","6000","3600","5700","3600","",""
"~2014.12.31","부전~동대구","해운대","경주","8800","3600","8400","3600","",""
"~2014.12.31","부전~동대구","해운대","서경주","9300","3600","8900","3600","",""
"~2014.12.31","부전~동대구","해운대","영천","12800","3600","12200","3600","",""
"~2014.12.31","부전~동대구","해운대","하양","14200","3600","13600","3600","",""
"~2014.12.31","부전~동대구","해운대","동대구","16200","3600","15500","3600","",""
"~2014.12.31","부전~동대구","기장","월내","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","기장","남창","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","기장","덕하","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","기장","태화강","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","기장","호계","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","기장","경주","7500","3600","7200","3600","",""
"~2014.12.31","부전~동대구","기장","서경주","8000","3600","7600","3600","",""
"~2014.12.31","부전~동대구","기장","영천","11500","3600","11000","3600","",""
"~2014.12.31","부전~동대구","기장","하양","12900","3600","12300","3600","",""
"~2014.12.31","부전~동대구","기장","동대구","14900","3600","14200","3600","",""
"~2014.12.31","부전~동대구","월내","남창","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","월내","덕하","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","월내","태화강","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","월내","호계","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","월내","경주","6400","3600","6100","3600","",""
"~2014.12.31","부전~동대구","월내","서경주","6900","3600","6600","3600","",""
"~2014.12.31","부전~동대구","월내","영천","10400","3600","9900","3600","",""
"~2014.12.31","부전~동대구","월내","하양","11800","3600","11300","3600","",""
"~2014.12.31","부전~동대구","월내","동대구","13800","3600","13200","3600","",""
"~2014.12.31","부전~동대구","남창","덕하","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","남창","태화강","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","남창","호계","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","남창","경주","5300","3600","5100","3600","",""
"~2014.12.31","부전~동대구","남창","서경주","5800","3600","5500","3600","",""
"~2014.12.31","부전~동대구","남창","영천","9300","3600","8900","3600","",""
"~2014.12.31","부전~동대구","남창","하양","10700","3600","10200","3600","",""
"~2014.12.31","부전~동대구","남창","동대구","12700","3600","12100","3600","",""
"~2014.12.31","부전~동대구","덕하","태화강","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","덕하","호계","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","덕하","경주","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","덕하","서경주","4900","3600","4800","3600","",""
"~2014.12.31","부전~동대구","덕하","영천","8400","3600","8000","3600","",""
"~2014.12.31","부전~동대구","덕하","하양","9800","3600","9400","3600","",""
"~2014.12.31","부전~동대구","덕하","동대구","11800","3600","11300","3600","",""
"~2014.12.31","부전~동대구","태화강","호계","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","태화강","경주","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","태화강","서경주","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","태화강","영천","7700","3600","7400","3600","",""
"~2014.12.31","부전~동대구","태화강","하양","9100","3600","8700","3600","",""
"~2014.12.31","부전~동대구","태화강","동대구","11200","3600","10700","3600","",""
"~2014.12.31","부전~동대구","호계","경주","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","호계","서경주","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","호계","영천","6800","3600","6500","3600","",""
"~2014.12.31","부전~동대구","호계","하양","8200","3600","7800","3600","",""
"~2014.12.31","부전~동대구","호계","동대구","10300","3600","9800","3600","",""
"~2014.12.31","부전~동대구","경주","서경주","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","경주","영천","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","경주","하양","5400","3600","5200","3600","",""
"~2014.12.31","부전~동대구","경주","동대구","7400","3600","7100","3600","",""
"~2014.12.31","부전~동대구","서경주","영천","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","서경주","하양","4900","3600","4800","3600","",""
"~2014.12.31","부전~동대구","서경주","동대구","6900","3600","6600","3600","",""
"~2014.12.31","부전~동대구","영천","하양","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","영천","동대구","4800","3600","4800","3600","",""
"~2014.12.31","부전~동대구","하양","동대구","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","용산","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","영등포","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","안양","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","수원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","평택","7200","3600","6900","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","천안","9300","3600","8900","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","조치원","12500","3600","11900","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","신탄진","14600","3600","13900","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","대전","16000","3600","15300","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","옥천","17600","3600","16800","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","영동","20400","3600","19500","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","김천","24500","3700","23400","3600","",""
"~2014.12.31","서울~(마산)~순천","서울","구미","26700","4000","25500","3800","",""
"~2014.12.31","서울~(마산)~순천","서울","왜관","28500","4300","27200","4100","",""
"~2014.12.31","서울~(마산)~순천","서울","대구","31100","4700","29700","4500","",""
"~2014.12.31","서울~(마산)~순천","서울","동대구","31400","4700","30000","4500","",""
"~2014.12.31","서울~(마산)~순천","서울","경산","32600","4900","31100","4700","",""
"~2014.12.31","서울~(마산)~순천","서울","청도","34900","5200","33300","5000","",""
"~2014.12.31","서울~(마산)~순천","서울","밀양","36800","5500","35100","5300","",""
"~2014.12.31","서울~(마산)~순천","서울","진영","39200","5900","37400","5600","",""
"~2014.12.31","서울~(마산)~순천","서울","진례","39600","5900","37800","5700","",""
"~2014.12.31","서울~(마산)~순천","서울","창원중앙","40500","6100","38700","5800","",""
"~2014.12.31","서울~(마산)~순천","서울","창원","40800","6100","39000","5900","",""
"~2014.12.31","서울~(마산)~순천","서울","마산","41100","6200","39300","5900","",""
"~2014.12.31","서울~(마산)~순천","서울","함안","42600","6400","40700","6100","",""
"~2014.12.31","서울~(마산)~순천","서울","진주","45900","6900","43800","6600","",""
"~2014.12.31","서울~(마산)~순천","서울","순천","53200","8000","50800","7600","",""
"~2014.12.31","서울~(마산)~순천","용산","영등포","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","안양","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","수원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","평택","6900","3600","6600","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","천안","9000","3600","8600","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","조치원","12200","3600","11700","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","신탄진","14300","3600","13700","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","대전","15700","3600","15000","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","옥천","17300","3600","16500","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","영동","20100","3600","19200","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","김천","24200","3600","23100","3600","",""
"~2014.12.31","서울~(마산)~순천","용산","구미","26400","4000","25200","3800","",""
"~2014.12.31","서울~(마산)~순천","용산","왜관","28200","4200","26900","4000","",""
"~2014.12.31","서울~(마산)~순천","용산","대구","30800","4600","29400","4400","",""
"~2014.12.31","서울~(마산)~순천","용산","동대구","31100","4700","29700","4500","",""
"~2014.12.31","서울~(마산)~순천","용산","경산","32300","4800","30800","4600","",""
"~2014.12.31","서울~(마산)~순천","용산","청도","34600","5200","33000","5000","",""
"~2014.12.31","서울~(마산)~순천","용산","밀양","36500","5500","34900","5200","",""
"~2014.12.31","서울~(마산)~순천","용산","진영","38900","5800","37100","5600","",""
"~2014.12.31","서울~(마산)~순천","용산","진례","39200","5900","37400","5600","",""
"~2014.12.31","서울~(마산)~순천","용산","창원중앙","40200","6000","38400","5800","",""
"~2014.12.31","서울~(마산)~순천","용산","창원","40500","6100","38700","5800","",""
"~2014.12.31","서울~(마산)~순천","용산","마산","40800","6100","39000","5900","",""
"~2014.12.31","서울~(마산)~순천","용산","함안","42300","6300","40400","6100","",""
"~2014.12.31","서울~(마산)~순천","용산","진주","45600","6800","43500","6500","",""
"~2014.12.31","서울~(마산)~순천","용산","순천","52800","7900","50400","7600","",""
"~2014.12.31","서울~(마산)~순천","영등포","안양","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","수원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","평택","6400","3600","6100","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","천안","8400","3600","8000","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","조치원","11600","3600","11100","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","신탄진","13800","3600","13200","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","대전","15200","3600","14500","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","옥천","16700","3600","15900","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","영동","19500","3600","18600","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","김천","23600","3600","22500","3600","",""
"~2014.12.31","서울~(마산)~순천","영등포","구미","25800","3900","24600","3700","",""
"~2014.12.31","서울~(마산)~순천","영등포","왜관","27700","4200","26500","4000","",""
"~2014.12.31","서울~(마산)~순천","영등포","대구","30300","4500","28900","4300","",""
"~2014.12.31","서울~(마산)~순천","영등포","동대구","30600","4600","29200","4400","",""
"~2014.12.31","서울~(마산)~순천","영등포","경산","31800","4800","30400","4600","",""
"~2014.12.31","서울~(마산)~순천","영등포","청도","34000","5100","32500","4900","",""
"~2014.12.31","서울~(마산)~순천","영등포","밀양","35900","5400","34300","5100","",""
"~2014.12.31","서울~(마산)~순천","영등포","진영","38300","5700","36600","5500","",""
"~2014.12.31","서울~(마산)~순천","영등포","진례","38700","5800","37000","5600","",""
"~2014.12.31","서울~(마산)~순천","영등포","창원중앙","39700","6000","37900","5700","",""
"~2014.12.31","서울~(마산)~순천","영등포","창원","39900","6000","38100","5700","",""
"~2014.12.31","서울~(마산)~순천","영등포","마산","40300","6000","38500","5800","",""
"~2014.12.31","서울~(마산)~순천","영등포","함안","41800","6300","39900","6000","",""
"~2014.12.31","서울~(마산)~순천","영등포","진주","45000","6800","43000","6500","",""
"~2014.12.31","서울~(마산)~순천","영등포","순천","52300","7800","49900","7500","",""
"~2014.12.31","서울~(마산)~순천","안양","수원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","평택","4900","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","천안","7000","3600","6700","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","조치원","10200","3600","9700","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","신탄진","12300","3600","11700","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","대전","13700","3600","13100","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","옥천","15300","3600","14600","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","영동","18100","3600","17300","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","김천","22200","3600","21200","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","구미","24400","3700","23300","3600","",""
"~2014.12.31","서울~(마산)~순천","안양","왜관","26200","3900","25000","3800","",""
"~2014.12.31","서울~(마산)~순천","안양","대구","28800","4300","27500","4100","",""
"~2014.12.31","서울~(마산)~순천","안양","동대구","29100","4400","27800","4200","",""
"~2014.12.31","서울~(마산)~순천","안양","경산","30300","4500","28900","4300","",""
"~2014.12.31","서울~(마산)~순천","안양","청도","32600","4900","31100","4700","",""
"~2014.12.31","서울~(마산)~순천","안양","밀양","34500","5200","32900","4900","",""
"~2014.12.31","서울~(마산)~순천","안양","진영","36900","5500","35200","5300","",""
"~2014.12.31","서울~(마산)~순천","안양","진례","37300","5600","35600","5300","",""
"~2014.12.31","서울~(마산)~순천","안양","창원중앙","38200","5700","36500","5500","",""
"~2014.12.31","서울~(마산)~순천","안양","창원","38500","5800","36800","5500","",""
"~2014.12.31","서울~(마산)~순천","안양","마산","38800","5800","37100","5600","",""
"~2014.12.31","서울~(마산)~순천","안양","함안","40300","6000","38500","5800","",""
"~2014.12.31","서울~(마산)~순천","안양","진주","43600","6500","41600","6200","",""
"~2014.12.31","서울~(마산)~순천","안양","순천","50900","7600","48600","7300","",""
"~2014.12.31","서울~(마산)~순천","수원","평택","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","천안","5300","3600","5100","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","조치원","8500","3600","8100","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","신탄진","10600","3600","10100","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","대전","12000","3600","11500","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","옥천","13600","3600","13000","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","영동","16400","3600","15700","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","김천","20500","3600","19600","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","구미","22700","3600","21700","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","왜관","24500","3700","23400","3600","",""
"~2014.12.31","서울~(마산)~순천","수원","대구","27100","4100","25900","3900","",""
"~2014.12.31","서울~(마산)~순천","수원","동대구","27400","4100","26200","3900","",""
"~2014.12.31","서울~(마산)~순천","수원","경산","28600","4300","27300","4100","",""
"~2014.12.31","서울~(마산)~순천","수원","청도","30900","4600","29500","4400","",""
"~2014.12.31","서울~(마산)~순천","수원","밀양","32800","4900","31300","4700","",""
"~2014.12.31","서울~(마산)~순천","수원","진영","35200","5300","33600","5000","",""
"~2014.12.31","서울~(마산)~순천","수원","진례","35600","5300","34000","5100","",""
"~2014.12.31","서울~(마산)~순천","수원","창원중앙","36500","5500","34900","5200","",""
"~2014.12.31","서울~(마산)~순천","수원","창원","36800","5500","35100","5300","",""
"~2014.12.31","서울~(마산)~순천","수원","마산","37100","5600","35400","5300","",""
"~2014.12.31","서울~(마산)~순천","수원","함안","38600","5800","36900","5500","",""
"~2014.12.31","서울~(마산)~순천","수원","진주","41900","6300","40000","6000","",""
"~2014.12.31","서울~(마산)~순천","수원","순천","49200","7400","47000","7100","",""
"~2014.12.31","서울~(마산)~순천","평택","천안","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","조치원","5200","3600","5000","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","신탄진","7400","3600","7100","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","대전","8800","3600","8400","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","옥천","10400","3600","9900","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","영동","13200","3600","12600","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","김천","17200","3600","16400","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","구미","19400","3600","18500","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","왜관","21300","3600","20300","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","대구","23900","3600","22800","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","동대구","24200","3600","23100","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","경산","25400","3800","24300","3600","",""
"~2014.12.31","서울~(마산)~순천","평택","청도","27600","4100","26400","4000","",""
"~2014.12.31","서울~(마산)~순천","평택","밀양","29500","4400","28200","4200","",""
"~2014.12.31","서울~(마산)~순천","평택","진영","32000","4800","30600","4600","",""
"~2014.12.31","서울~(마산)~순천","평택","진례","32300","4800","30800","4600","",""
"~2014.12.31","서울~(마산)~순천","평택","창원중앙","33300","5000","31800","4800","",""
"~2014.12.31","서울~(마산)~순천","평택","창원","33600","5000","32100","4800","",""
"~2014.12.31","서울~(마산)~순천","평택","마산","33900","5100","32400","4900","",""
"~2014.12.31","서울~(마산)~순천","평택","함안","35400","5300","33800","5100","",""
"~2014.12.31","서울~(마산)~순천","평택","진주","38700","5800","37000","5600","",""
"~2014.12.31","서울~(마산)~순천","평택","순천","45900","6900","43800","6600","",""
"~2014.12.31","서울~(마산)~순천","천안","조치원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","신탄진","5300","3600","5100","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","대전","6700","3600","6400","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","옥천","8300","3600","7900","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","영동","11100","3600","10600","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","김천","15200","3600","14500","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","구미","17400","3600","16600","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","왜관","19200","3600","18300","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","대구","21800","3600","20800","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","동대구","22100","3600","21100","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","경산","23300","3600","22300","3600","",""
"~2014.12.31","서울~(마산)~순천","천안","청도","25600","3800","24400","3700","",""
"~2014.12.31","서울~(마산)~순천","천안","밀양","27500","4100","26300","3900","",""
"~2014.12.31","서울~(마산)~순천","천안","진영","29900","4500","28600","4300","",""
"~2014.12.31","서울~(마산)~순천","천안","진례","30200","4500","28800","4300","",""
"~2014.12.31","서울~(마산)~순천","천안","창원중앙","31200","4700","29800","4500","",""
"~2014.12.31","서울~(마산)~순천","천안","창원","31500","4700","30100","4500","",""
"~2014.12.31","서울~(마산)~순천","천안","마산","31800","4800","30400","4600","",""
"~2014.12.31","서울~(마산)~순천","천안","함안","33300","5000","31800","4800","",""
"~2014.12.31","서울~(마산)~순천","천안","진주","36600","5500","35000","5300","",""
"~2014.12.31","서울~(마산)~순천","천안","순천","43800","6600","41800","6300","",""
"~2014.12.31","서울~(마산)~순천","조치원","신탄진","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","대전","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","옥천","5100","3600","4900","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","영동","7900","3600","7500","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","김천","12000","3600","11500","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","구미","14200","3600","13600","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","왜관","16100","3600","15400","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","대구","18700","3600","17900","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","동대구","19000","3600","18100","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","경산","20200","3600","19300","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","청도","22400","3600","21400","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","밀양","24300","3600","23200","3600","",""
"~2014.12.31","서울~(마산)~순천","조치원","진영","26700","4000","25500","3800","",""
"~2014.12.31","서울~(마산)~순천","조치원","진례","27100","4100","25900","3900","",""
"~2014.12.31","서울~(마산)~순천","조치원","창원중앙","28100","4200","26800","4000","",""
"~2014.12.31","서울~(마산)~순천","조치원","창원","28300","4200","27000","4100","",""
"~2014.12.31","서울~(마산)~순천","조치원","마산","28700","4300","27400","4100","",""
"~2014.12.31","서울~(마산)~순천","조치원","함안","30200","4500","28800","4300","",""
"~2014.12.31","서울~(마산)~순천","조치원","진주","33400","5000","31900","4800","",""
"~2014.12.31","서울~(마산)~순천","조치원","순천","40700","6100","38900","5800","",""
"~2014.12.31","서울~(마산)~순천","신탄진","대전","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","옥천","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","영동","5800","3600","5500","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","김천","9800","3600","9400","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","구미","12000","3600","11500","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","왜관","13900","3600","13300","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","대구","16500","3600","15800","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","동대구","16800","3600","16000","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","경산","18000","3600","17200","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","청도","20200","3600","19300","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","밀양","22100","3600","21100","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","진영","24500","3700","23400","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","진례","24900","3700","23800","3600","",""
"~2014.12.31","서울~(마산)~순천","신탄진","창원중앙","25900","3900","24700","3700","",""
"~2014.12.31","서울~(마산)~순천","신탄진","창원","26200","3900","25000","3800","",""
"~2014.12.31","서울~(마산)~순천","신탄진","마산","26500","4000","25300","3800","",""
"~2014.12.31","서울~(마산)~순천","신탄진","함안","28000","4200","26700","4000","",""
"~2014.12.31","서울~(마산)~순천","신탄진","진주","31300","4700","29900","4500","",""
"~2014.12.31","서울~(마산)~순천","신탄진","순천","38500","5800","36800","5500","",""
"~2014.12.31","서울~(마산)~순천","대전","옥천","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","영동","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","김천","8400","3600","8000","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","구미","10600","3600","10100","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","왜관","12500","3600","11900","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","대구","15100","3600","14400","3600","",""
