"기준일","구간","출발역","도착역","운임(금~일, 공휴일)","특실요금(금~일, 공휴일)","운임(월~목요일)","특실요금(월~목요일)","운임(전 요일)","특실요금(전 요일)"
"~2014.12.31","용산~목포","신태인","백양사","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","신태인","장성","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","신태인","광주송정","6500","3600","6200","3600","",""
"~2014.12.31","용산~목포","신태인","나주","8100","3600","7700","3600","",""
"~2014.12.31","용산~목포","신태인","함평","9700","3600","9300","3600","",""
"~2014.12.31","용산~목포","신태인","무안","10500","3600","10000","3600","",""
"~2014.12.31","용산~목포","신태인","일로","11800","3600","11300","3600","",""
"~2014.12.31","용산~목포","신태인","목포","13000","3600","12400","3600","",""
"~2014.12.31","용산~목포","정읍","백양사","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","정읍","장성","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","정읍","광주송정","5200","3600","5000","3600","",""
"~2014.12.31","용산~목포","정읍","나주","6800","3600","6500","3600","",""
"~2014.12.31","용산~목포","정읍","함평","8400","3600","8000","3600","",""
"~2014.12.31","용산~목포","정읍","무안","9200","3600","8800","3600","",""
"~2014.12.31","용산~목포","정읍","일로","10500","3600","10000","3600","",""
"~2014.12.31","용산~목포","정읍","목포","11700","3600","11200","3600","",""
"~2014.12.31","용산~목포","백양사","장성","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","백양사","광주송정","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","백양사","나주","5100","3600","4900","3600","",""
"~2014.12.31","용산~목포","백양사","함평","6800","3600","6500","3600","",""
"~2014.12.31","용산~목포","백양사","무안","7500","3600","7200","3600","",""
"~2014.12.31","용산~목포","백양사","일로","8800","3600","8400","3600","",""
"~2014.12.31","용산~목포","백양사","목포","10000","3600","9600","3600","",""
"~2014.12.31","용산~목포","장성","광주송정","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","장성","나주","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","장성","함평","5300","3600","5100","3600","",""
"~2014.12.31","용산~목포","장성","무안","6000","3600","5700","3600","",""
"~2014.12.31","용산~목포","장성","일로","7300","3600","7000","3600","",""
"~2014.12.31","용산~목포","장성","목포","8500","3600","8100","3600","",""
"~2014.12.31","용산~목포","광주송정","나주","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","광주송정","함평","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","광주송정","무안","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","광주송정","일로","5200","3600","5000","3600","",""
"~2014.12.31","용산~목포","광주송정","목포","6400","3600","6100","3600","",""
"~2014.12.31","용산~목포","나주","함평","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","나주","무안","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","나주","일로","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","나주","목포","4900","3600","4800","3600","",""
"~2014.12.31","용산~목포","함평","무안","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","함평","일로","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","함평","목포","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","무안","일로","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","무안","목포","4800","3600","4800","3600","",""
"~2014.12.31","용산~목포","일로","목포","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","용산","영등포","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","용산","안양","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","용산","수원","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","용산","평택","6900","3600","6600","3600","",""
"~2014.12.31","용산~여수엑스포","용산","천안","9000","3600","8600","3600","",""
"~2014.12.31","용산~여수엑스포","용산","조치원","12200","3600","11700","3600","",""
"~2014.12.31","용산~여수엑스포","용산","신탄진","14300","3600","13700","3600","",""
"~2014.12.31","용산~여수엑스포","용산","서대전","15800","3600","15100","3600","",""
"~2014.12.31","용산~여수엑스포","용산","계룡","17700","3600","16900","3600","",""
"~2014.12.31","용산~여수엑스포","용산","연산","19100","3600","18200","3600","",""
"~2014.12.31","용산~여수엑스포","용산","논산","20200","3600","19300","3600","",""
"~2014.12.31","용산~여수엑스포","용산","강경","21100","3600","20200","3600","",""
"~2014.12.31","용산~여수엑스포","용산","함열","22200","3600","21200","3600","",""
"~2014.12.31","용산~여수엑스포","용산","익산","23700","3600","22600","3600","",""
"~2014.12.31","용산~여수엑스포","용산","전주","26200","3900","25000","3800","",""
"~2014.12.31","용산~여수엑스포","용산","오수","29900","4500","28600","4300","",""
"~2014.12.31","용산~여수엑스포","용산","남원","31400","4700","30000","4500","",""
"~2014.12.31","용산~여수엑스포","용산","곡성","33100","5000","31600","4700","",""
"~2014.12.31","용산~여수엑스포","용산","구례구","35000","5300","33400","5000","",""
"~2014.12.31","용산~여수엑스포","용산","순천","37800","5700","36100","5400","",""
"~2014.12.31","용산~여수엑스포","용산","여천","40200","6000","38400","5800","",""
"~2014.12.31","용산~여수엑스포","용산","여수EXPO","41100","6200","39300","5900","",""
"~2014.12.31","용산~여수엑스포","영등포","안양","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","수원","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","평택","6400","3600","6100","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","천안","8400","3600","8000","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","조치원","11600","3600","11100","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","신탄진","13800","3600","13200","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","서대전","15200","3600","14500","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","계룡","17100","3600","16300","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","연산","18500","3600","17700","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","논산","19600","3600","18700","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","강경","20500","3600","19600","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","함열","21600","3600","20600","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","익산","23200","3600","22200","3600","",""
"~2014.12.31","용산~여수엑스포","영등포","전주","25600","3800","24400","3700","",""
"~2014.12.31","용산~여수엑스포","영등포","오수","29300","4400","28000","4200","",""
"~2014.12.31","용산~여수엑스포","영등포","남원","30800","4600","29400","4400","",""
"~2014.12.31","용산~여수엑스포","영등포","곡성","32500","4900","31000","4700","",""
"~2014.12.31","용산~여수엑스포","영등포","구례구","34500","5200","32900","4900","",""
"~2014.12.31","용산~여수엑스포","영등포","순천","37200","5600","35500","5300","",""
"~2014.12.31","용산~여수엑스포","영등포","여천","39600","5900","37800","5700","",""
"~2014.12.31","용산~여수엑스포","영등포","여수EXPO","40500","6100","38700","5800","",""
"~2014.12.31","용산~여수엑스포","안양","수원","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","안양","평택","4900","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","안양","천안","7000","3600","6700","3600","",""
"~2014.12.31","용산~여수엑스포","안양","조치원","10200","3600","9700","3600","",""
"~2014.12.31","용산~여수엑스포","안양","신탄진","12300","3600","11700","3600","",""
"~2014.12.31","용산~여수엑스포","안양","서대전","13800","3600","13200","3600","",""
"~2014.12.31","용산~여수엑스포","안양","계룡","15700","3600","15000","3600","",""
"~2014.12.31","용산~여수엑스포","안양","연산","17100","3600","16300","3600","",""
"~2014.12.31","용산~여수엑스포","안양","논산","18200","3600","17400","3600","",""
"~2014.12.31","용산~여수엑스포","안양","강경","19100","3600","18200","3600","",""
"~2014.12.31","용산~여수엑스포","안양","함열","20200","3600","19300","3600","",""
"~2014.12.31","용산~여수엑스포","안양","익산","21700","3600","20700","3600","",""
"~2014.12.31","용산~여수엑스포","안양","전주","24200","3600","23100","3600","",""
"~2014.12.31","용산~여수엑스포","안양","오수","27900","4200","26600","4000","",""
"~2014.12.31","용산~여수엑스포","안양","남원","29400","4400","28100","4200","",""
"~2014.12.31","용산~여수엑스포","안양","곡성","31100","4700","29700","4500","",""
"~2014.12.31","용산~여수엑스포","안양","구례구","33000","5000","31500","4700","",""
"~2014.12.31","용산~여수엑스포","안양","순천","35800","5400","34200","5100","",""
"~2014.12.31","용산~여수엑스포","안양","여천","38200","5700","36500","5500","",""
"~2014.12.31","용산~여수엑스포","안양","여수EXPO","39100","5900","37300","5600","",""
"~2014.12.31","용산~여수엑스포","수원","평택","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","수원","천안","5300","3600","5100","3600","",""
"~2014.12.31","용산~여수엑스포","수원","조치원","8500","3600","8100","3600","",""
"~2014.12.31","용산~여수엑스포","수원","신탄진","10600","3600","10100","3600","",""
"~2014.12.31","용산~여수엑스포","수원","서대전","12100","3600","11600","3600","",""
"~2014.12.31","용산~여수엑스포","수원","계룡","14000","3600","13400","3600","",""
"~2014.12.31","용산~여수엑스포","수원","연산","15400","3600","14700","3600","",""
"~2014.12.31","용산~여수엑스포","수원","논산","16500","3600","15800","3600","",""
"~2014.12.31","용산~여수엑스포","수원","강경","17400","3600","16600","3600","",""
"~2014.12.31","용산~여수엑스포","수원","함열","18500","3600","17700","3600","",""
"~2014.12.31","용산~여수엑스포","수원","익산","20000","3600","19100","3600","",""
"~2014.12.31","용산~여수엑스포","수원","전주","22500","3600","21500","3600","",""
"~2014.12.31","용산~여수엑스포","수원","오수","26200","3900","25000","3800","",""
"~2014.12.31","용산~여수엑스포","수원","남원","27700","4200","26500","4000","",""
"~2014.12.31","용산~여수엑스포","수원","곡성","29400","4400","28100","4200","",""
"~2014.12.31","용산~여수엑스포","수원","구례구","31300","4700","29900","4500","",""
"~2014.12.31","용산~여수엑스포","수원","순천","34100","5100","32600","4900","",""
"~2014.12.31","용산~여수엑스포","수원","여천","36500","5500","34900","5200","",""
"~2014.12.31","용산~여수엑스포","수원","여수EXPO","37400","5600","35700","5400","",""
"~2014.12.31","용산~여수엑스포","평택","천안","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","평택","조치원","5200","3600","5000","3600","",""
"~2014.12.31","용산~여수엑스포","평택","신탄진","7400","3600","7100","3600","",""
"~2014.12.31","용산~여수엑스포","평택","서대전","8900","3600","8500","3600","",""
"~2014.12.31","용산~여수엑스포","평택","계룡","10800","3600","10300","3600","",""
"~2014.12.31","용산~여수엑스포","평택","연산","12200","3600","11700","3600","",""
"~2014.12.31","용산~여수엑스포","평택","논산","13200","3600","12600","3600","",""
"~2014.12.31","용산~여수엑스포","평택","강경","14200","3600","13600","3600","",""
"~2014.12.31","용산~여수엑스포","평택","함열","15300","3600","14600","3600","",""
"~2014.12.31","용산~여수엑스포","평택","익산","16800","3600","16000","3600","",""
"~2014.12.31","용산~여수엑스포","평택","전주","19300","3600","18400","3600","",""
"~2014.12.31","용산~여수엑스포","평택","오수","22900","3600","21900","3600","",""
"~2014.12.31","용산~여수엑스포","평택","남원","24500","3700","23400","3600","",""
"~2014.12.31","용산~여수엑스포","평택","곡성","26200","3900","25000","3800","",""
"~2014.12.31","용산~여수엑스포","평택","구례구","28100","4200","26800","4000","",""
"~2014.12.31","용산~여수엑스포","평택","순천","30800","4600","29400","4400","",""
"~2014.12.31","용산~여수엑스포","평택","여천","33300","5000","31800","4800","",""
"~2014.12.31","용산~여수엑스포","평택","여수EXPO","34200","5100","32700","4900","",""
"~2014.12.31","용산~여수엑스포","천안","조치원","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","천안","신탄진","5300","3600","5100","3600","",""
"~2014.12.31","용산~여수엑스포","천안","서대전","6800","3600","6500","3600","",""
"~2014.12.31","용산~여수엑스포","천안","계룡","8700","3600","8300","3600","",""
"~2014.12.31","용산~여수엑스포","천안","연산","10100","3600","9600","3600","",""
"~2014.12.31","용산~여수엑스포","천안","논산","11100","3600","10600","3600","",""
"~2014.12.31","용산~여수엑스포","천안","강경","12100","3600","11600","3600","",""
"~2014.12.31","용산~여수엑스포","천안","함열","13200","3600","12600","3600","",""
"~2014.12.31","용산~여수엑스포","천안","익산","14700","3600","14000","3600","",""
"~2014.12.31","용산~여수엑스포","천안","전주","17200","3600","16400","3600","",""
"~2014.12.31","용산~여수엑스포","천안","오수","20900","3600","20000","3600","",""
"~2014.12.31","용산~여수엑스포","천안","남원","22400","3600","21400","3600","",""
"~2014.12.31","용산~여수엑스포","천안","곡성","24100","3600","23000","3600","",""
"~2014.12.31","용산~여수엑스포","천안","구례구","26000","3900","24800","3700","",""
"~2014.12.31","용산~여수엑스포","천안","순천","28800","4300","27500","4100","",""
"~2014.12.31","용산~여수엑스포","천안","여천","31200","4700","29800","4500","",""
"~2014.12.31","용산~여수엑스포","천안","여수EXPO","32100","4800","30700","4600","",""
"~2014.12.31","용산~여수엑스포","조치원","신탄진","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","서대전","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","계룡","5500","3600","5300","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","연산","6900","3600","6600","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","논산","8000","3600","7600","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","강경","9000","3600","8600","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","함열","10000","3600","9600","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","익산","11600","3600","11100","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","전주","14000","3600","13400","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","오수","17700","3600","16900","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","남원","19200","3600","18300","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","곡성","20900","3600","20000","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","구례구","22900","3600","21900","3600","",""
"~2014.12.31","용산~여수엑스포","조치원","순천","25600","3800","24400","3700","",""
"~2014.12.31","용산~여수엑스포","조치원","여천","28000","4200","26700","4000","",""
"~2014.12.31","용산~여수엑스포","조치원","여수EXPO","29000","4400","27700","4200","",""
"~2014.12.31","용산~여수엑스포","신탄진","서대전","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","계룡","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","연산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","논산","5800","3600","5500","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","강경","6800","3600","6500","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","함열","7800","3600","7400","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","익산","9400","3600","9000","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","전주","11900","3600","11400","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","오수","15500","3600","14800","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","남원","17100","3600","16300","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","곡성","18800","3600","18000","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","구례구","20700","3600","19800","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","순천","23400","3600","22300","3600","",""
"~2014.12.31","용산~여수엑스포","신탄진","여천","25900","3900","24700","3700","",""
"~2014.12.31","용산~여수엑스포","신탄진","여수EXPO","26800","4000","25600","3800","",""
"~2014.12.31","용산~여수엑스포","서대전","계룡","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","연산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","논산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","강경","5300","3600","5100","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","함열","6400","3600","6100","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","익산","7900","3600","7500","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","전주","10400","3600","9900","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","오수","14100","3600","13500","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","남원","15600","3600","14900","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","곡성","17300","3600","16500","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","구례구","19200","3600","18300","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","순천","22000","3600","21000","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","여천","24400","3700","23300","3600","",""
"~2014.12.31","용산~여수엑스포","서대전","여수EXPO","25300","3800","24200","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","연산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","논산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","강경","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","함열","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","익산","6000","3600","5700","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","전주","8500","3600","8100","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","오수","12200","3600","11700","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","남원","13700","3600","13100","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","곡성","15400","3600","14700","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","구례구","17300","3600","16500","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","순천","20100","3600","19200","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","여천","22500","3600","21500","3600","",""
"~2014.12.31","용산~여수엑스포","계룡","여수EXPO","23400","3600","22300","3600","",""
"~2014.12.31","용산~여수엑스포","연산","논산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","연산","강경","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","연산","함열","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","연산","익산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","연산","전주","7100","3600","6800","3600","",""
"~2014.12.31","용산~여수엑스포","연산","오수","10800","3600","10300","3600","",""
"~2014.12.31","용산~여수엑스포","연산","남원","12300","3600","11700","3600","",""
"~2014.12.31","용산~여수엑스포","연산","곡성","14000","3600","13400","3600","",""
"~2014.12.31","용산~여수엑스포","연산","구례구","16000","3600","15300","3600","",""
"~2014.12.31","용산~여수엑스포","연산","순천","18700","3600","17900","3600","",""
"~2014.12.31","용산~여수엑스포","연산","여천","21100","3600","20200","3600","",""
"~2014.12.31","용산~여수엑스포","연산","여수EXPO","22000","3600","21000","3600","",""
"~2014.12.31","용산~여수엑스포","논산","강경","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","논산","함열","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","논산","익산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","논산","전주","6000","3600","5700","3600","",""
"~2014.12.31","용산~여수엑스포","논산","오수","9700","3600","9300","3600","",""
"~2014.12.31","용산~여수엑스포","논산","남원","11200","3600","10700","3600","",""
"~2014.12.31","용산~여수엑스포","논산","곡성","12900","3600","12300","3600","",""
"~2014.12.31","용산~여수엑스포","논산","구례구","14900","3600","14200","3600","",""
"~2014.12.31","용산~여수엑스포","논산","순천","17600","3600","16800","3600","",""
"~2014.12.31","용산~여수엑스포","논산","여천","20000","3600","19100","3600","",""
"~2014.12.31","용산~여수엑스포","논산","여수EXPO","21000","3600","20100","3600","",""
"~2014.12.31","용산~여수엑스포","강경","함열","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","강경","익산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","강경","전주","5100","3600","4900","3600","",""
"~2014.12.31","용산~여수엑스포","강경","오수","8800","3600","8400","3600","",""
"~2014.12.31","용산~여수엑스포","강경","남원","10300","3600","9800","3600","",""
"~2014.12.31","용산~여수엑스포","강경","곡성","12000","3600","11500","3600","",""
"~2014.12.31","용산~여수엑스포","강경","구례구","13900","3600","13300","3600","",""
"~2014.12.31","용산~여수엑스포","강경","순천","16700","3600","15900","3600","",""
"~2014.12.31","용산~여수엑스포","강경","여천","19100","3600","18200","3600","",""
"~2014.12.31","용산~여수엑스포","강경","여수EXPO","20000","3600","19100","3600","",""
"~2014.12.31","용산~여수엑스포","함열","익산","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","함열","전주","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","함열","오수","7700","3600","7400","3600","",""
"~2014.12.31","용산~여수엑스포","함열","남원","9200","3600","8800","3600","",""
"~2014.12.31","용산~여수엑스포","함열","곡성","10900","3600","10400","3600","",""
"~2014.12.31","용산~여수엑스포","함열","구례구","12900","3600","12300","3600","",""
"~2014.12.31","용산~여수엑스포","함열","순천","15600","3600","14900","3600","",""
"~2014.12.31","용산~여수엑스포","함열","여천","18000","3600","17200","3600","",""
"~2014.12.31","용산~여수엑스포","함열","여수EXPO","18900","3600","18000","3600","",""
"~2014.12.31","용산~여수엑스포","익산","전주","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","익산","오수","6100","3600","5800","3600","",""
"~2014.12.31","용산~여수엑스포","익산","남원","7700","3600","7400","3600","",""
"~2014.12.31","용산~여수엑스포","익산","곡성","9400","3600","9000","3600","",""
"~2014.12.31","용산~여수엑스포","익산","구례구","11300","3600","10800","3600","",""
"~2014.12.31","용산~여수엑스포","익산","순천","14000","3600","13400","3600","",""
"~2014.12.31","용산~여수엑스포","익산","여천","16500","3600","15800","3600","",""
"~2014.12.31","용산~여수엑스포","익산","여수EXPO","17400","3600","16600","3600","",""
"~2014.12.31","용산~여수엑스포","전주","오수","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","전주","남원","5200","3600","5000","3600","",""
"~2014.12.31","용산~여수엑스포","전주","곡성","6900","3600","6600","3600","",""
"~2014.12.31","용산~여수엑스포","전주","구례구","8900","3600","8500","3600","",""
"~2014.12.31","용산~여수엑스포","전주","순천","11600","3600","11100","3600","",""
"~2014.12.31","용산~여수엑스포","전주","여천","14000","3600","13400","3600","",""
"~2014.12.31","용산~여수엑스포","전주","여수EXPO","14900","3600","14200","3600","",""
"~2014.12.31","용산~여수엑스포","오수","남원","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","오수","곡성","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","오수","구례구","5200","3600","5000","3600","",""
"~2014.12.31","용산~여수엑스포","오수","순천","7900","3600","7500","3600","",""
"~2014.12.31","용산~여수엑스포","오수","여천","10300","3600","9800","3600","",""
"~2014.12.31","용산~여수엑스포","오수","여수EXPO","11300","3600","10800","3600","",""
"~2014.12.31","용산~여수엑스포","남원","곡성","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","남원","구례구","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","남원","순천","6400","3600","6100","3600","",""
"~2014.12.31","용산~여수엑스포","남원","여천","8800","3600","8400","3600","",""
"~2014.12.31","용산~여수엑스포","남원","여수EXPO","9700","3600","9300","3600","",""
"~2014.12.31","용산~여수엑스포","곡성","구례구","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","곡성","순천","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","곡성","여천","7100","3600","6800","3600","",""
"~2014.12.31","용산~여수엑스포","곡성","여수EXPO","8000","3600","7600","3600","",""
"~2014.12.31","용산~여수엑스포","구례구","순천","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","구례구","여천","5200","3600","5000","3600","",""
"~2014.12.31","용산~여수엑스포","구례구","여수EXPO","6100","3600","5800","3600","",""
"~2014.12.31","용산~여수엑스포","순천","여천","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","순천","여수EXPO","4800","3600","4800","3600","",""
"~2014.12.31","용산~여수엑스포","여천","여수EXPO","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","청량리","양평","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","청량리","원주","9400","3600","9000","3600","",""
"~2014.12.31","청량리~안동","청량리","제천","13800","3600","13200","3600","",""
"~2014.12.31","청량리~안동","청량리","단양","15900","3600","15200","3600","",""
"~2014.12.31","청량리~안동","청량리","희방사","17900","3600","17100","3600","",""
"~2014.12.31","청량리~안동","청량리","풍기","18500","3600","17700","3600","",""
"~2014.12.31","청량리~안동","청량리","영주","19700","3600","18800","3600","",""
"~2014.12.31","청량리~안동","청량리","안동","23100","3600","22100","3600","",""
"~2014.12.31","청량리~안동","양평","원주","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","양평","제천","9200","3600","8800","3600","",""
"~2014.12.31","청량리~안동","양평","단양","11300","3600","10800","3600","",""
"~2014.12.31","청량리~안동","양평","희방사","13300","3600","12700","3600","",""
"~2014.12.31","청량리~안동","양평","풍기","13800","3600","13200","3600","",""
"~2014.12.31","청량리~안동","양평","영주","15100","3600","14400","3600","",""
"~2014.12.31","청량리~안동","양평","안동","18500","3600","17700","3600","",""
"~2014.12.31","청량리~안동","원주","제천","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","원주","단양","6500","3600","6200","3600","",""
"~2014.12.31","청량리~안동","원주","희방사","8500","3600","8100","3600","",""
"~2014.12.31","청량리~안동","원주","풍기","9100","3600","8700","3600","",""
"~2014.12.31","청량리~안동","원주","영주","10300","3600","9800","3600","",""
"~2014.12.31","청량리~안동","원주","안동","13700","3600","13100","3600","",""
"~2014.12.31","청량리~안동","제천","단양","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","제천","희방사","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","제천","풍기","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","제천","영주","5900","3600","5600","3600","",""
"~2014.12.31","청량리~안동","제천","안동","9300","3600","8900","3600","",""
"~2014.12.31","청량리~안동","단양","희방사","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","단양","풍기","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","단양","영주","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","단양","안동","7100","3600","6800","3600","",""
"~2014.12.31","청량리~안동","희방사","풍기","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","희방사","영주","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","희방사","안동","5200","3600","5000","3600","",""
"~2014.12.31","청량리~안동","풍기","영주","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","풍기","안동","4800","3600","4800","3600","",""
"~2014.12.31","청량리~안동","영주","안동","4800","3600","4800","3600","",""
"2015.01.01~","동대구~진해","대구","동대구","","","","","4800","3600"
"2015.01.01~","동대구~진해","대구","경산","","","","","4800","3600"
"2015.01.01~","동대구~진해","대구","청도","","","","","4800","3600"
"2015.01.01~","동대구~진해","대구","밀양","","","","","5600","3600"
"2015.01.01~","동대구~진해","대구","진영","","","","","8000","3600"
"2015.01.01~","동대구~진해","대구","진례","","","","","8400","3600"
"2015.01.01~","동대구~진해","대구","창원중앙","","","","","9400","3600"
"2015.01.01~","동대구~진해","대구","창원","","","","","9700","3600"
"2015.01.01~","동대구~진해","대구","신창원","","","","","10100","3600"
"2015.01.01~","동대구~진해","대구","진해","","","","","11500","3600"
"2015.01.01~","동대구~진해","동대구","경산","","","","","4800","3600"
"2015.01.01~","동대구~진해","동대구","청도","","","","","4800","3600"
"2015.01.01~","동대구~진해","동대구","밀양","","","","","5300","3600"
"2015.01.01~","동대구~진해","동대구","진영","","","","","7700","3600"
"2015.01.01~","동대구~진해","동대구","진례","","","","","8100","3600"
"2015.01.01~","동대구~진해","동대구","창원중앙","","","","","9100","3600"
